0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,2,1,5,-1,-1,-1,-1,-1,-1,0,0
0,0,0,2,2,5,-1,-1,-1,-1,-1,-1,0,0
0,0,1,1,0,5,-1,-1,-1,-1,-1,-1,0,0
0,0,1,1,1,5,-1,-1,-1,-1,-1,-1,0,0
0,0,2,2,1,5,-1,-1,-1,-1,-1,-1,0,0
0,0,2,2,2,5,-1,-1,-1,-1,-1,-1,0,0
0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,0,0
0,1,1,1,1,5,-1,-1,-1,-1,-1,-1,0,0
0,2,2,2,1,5,-1,-1,-1,-1,-1,-1,0,0
0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,0,0
1,0,0,0,0,5,-1,-1,-1,-1,-1,-1,0,0
1,0,0,0,2,5,-1,-1,-1,-1,-1,-1,0,0
1,1,0,0,0,5,-1,-1,-1,-1,-1,-1,0,0
1,1,0,0,2,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,0,0,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,0,2,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,1,1,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,1,2,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,2,1,5,-1,-1,-1,-1,-1,-1,0,0
1,1,1,2,2,5,-1,-1,-1,-1,-1,-1,0,0
1,1,2,2,1,5,-1,-1,-1,-1,-1,-1,0,0
1,1,2,2,2,5,-1,-1,-1,-1,-1,-1,0,0
1,2,2,2,1,5,-1,-1,-1,-1,-1,-1,0,0
1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,0,0
2,0,0,0,0,5,-1,-1,-1,-1,-1,-1,0,0
2,0,0,0,2,5,-1,-1,-1,-1,-1,-1,0,0
2,1,1,1,0,5,-1,-1,-1,-1,-1,-1,0,0
2,1,1,1,1,5,-1,-1,-1,-1,-1,-1,0,0
2,2,0,0,0,5,-1,-1,-1,-1,-1,-1,0,0
2,2,0,0,2,5,-1,-1,-1,-1,-1,-1,0,0
2,2,1,1,0,5,-1,-1,-1,-1,-1,-1,0,0
2,2,1,1,1,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,0,0,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,0,2,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,1,0,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,1,1,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,2,0,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,2,1,5,-1,-1,-1,-1,-1,-1,0,0
2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,0,0
2,0,1,1,1,5,-1,-1,-1,-1,-1,-1,1,1
0,1,2,2,2,5,-1,-1,-1,-1,-1,-1,1,1
2,2,2,1,2,5,-1,-1,-1,-1,-1,-1,1,1
0,0,0,2,0,5,-1,-1,-1,-1,-1,-1,1,1
1,2,1,2,1,5,-1,-1,-1,-1,-1,-1,1,1
0,1,0,1,0,5,-1,-1,-1,-1,-1,-1,1,1
1,2,0,0,0,5,-1,-1,-1,-1,-1,-1,1,1
2,0,2,0,2,5,-1,-1,-1,-1,-1,-1,1,1
1,1,1,0,1,5,-1,-1,-1,-1,-1,-1,1,1
0,1,1,2,2,5,-1,-1,-1,-1,-1,-1,2,2
2,0,0,1,1,5,-1,-1,-1,-1,-1,-1,2,2
1,2,2,0,0,5,-1,-1,-1,-1,-1,-1,2,2
1,1,2,0,0,5,-1,-1,-1,-1,-1,-1,2,3
0,0,1,2,2,5,-1,-1,-1,-1,-1,-1,2,3
0,1,1,1,2,5,-1,-1,-1,-1,-1,-1,3,3
1,2,2,2,0,5,-1,-1,-1,-1,-1,-1,3,3
2,0,0,0,1,5,-1,-1,-1,-1,-1,-1,3,3
2,2,0,1,1,5,-1,-1,-1,-1,-1,-1,2,3
0,2,1,2,2,5,-1,-1,-1,-1,-1,-1,3,4
2,2,0,0,1,5,-1,-1,-1,-1,-1,-1,4,4
1,0,2,0,0,5,-1,-1,-1,-1,-1,-1,3,4
1,1,2,2,0,5,-1,-1,-1,-1,-1,-1,4,4
2,1,0,1,1,5,-1,-1,-1,-1,-1,-1,3,4
0,0,1,1,2,5,-1,-1,-1,-1,-1,-1,4,4
1,2,1,2,2,5,-1,-1,-1,-1,-1,-1,3,5
1,1,1,2,0,5,-1,-1,-1,-1,-1,-1,4,5
2,2,2,0,1,5,-1,-1,-1,-1,-1,-1,4,5
0,0,0,1,2,5,-1,-1,-1,-1,-1,-1,4,5
2,0,2,0,0,5,-1,-1,-1,-1,-1,-1,3,5
0,1,0,1,1,5,-1,-1,-1,-1,-1,-1,3,5
1,1,0,2,0,5,-1,-1,-1,-1,-1,-1,4,6
2,2,1,0,1,5,-1,-1,-1,-1,-1,-1,4,6
0,0,2,1,2,5,-1,-1,-1,-1,-1,-1,4,6
2,1,1,0,1,5,-1,-1,-1,-1,-1,-1,5,7
1,0,0,2,0,5,-1,-1,-1,-1,-1,-1,5,7
0,2,2,1,2,5,-1,-1,-1,-1,-1,-1,5,7
2,0,0,2,0,5,-1,-1,-1,-1,-1,-1,5,8
2,1,0,0,1,5,-1,-1,-1,-1,-1,-1,5,8
1,0,2,2,0,5,-1,-1,-1,-1,-1,-1,5,8
0,2,1,1,2,5,-1,-1,-1,-1,-1,-1,5,8
0,1,1,0,1,5,-1,-1,-1,-1,-1,-1,5,8
1,2,2,1,2,5,-1,-1,-1,-1,-1,-1,5,8
2,0,1,0,1,5,-1,-1,-1,-1,-1,-1,5,8
0,1,2,1,2,5,-1,-1,-1,-1,-1,-1,5,8
1,2,0,2,0,5,-1,-1,-1,-1,-1,-1,5,8
0,1,1,0,2,5,-1,-1,-1,-1,-1,-1,6,9
2,0,0,2,2,5,-1,-1,-1,-1,-1,-1,5,9
1,1,2,1,2,5,-1,-1,-1,-1,-1,-1,6,9
1,2,2,1,0,5,-1,-1,-1,-1,-1,-1,6,9
0,1,0,0,1,5,-1,-1,-1,-1,-1,-1,6,9
2,0,2,2,0,5,-1,-1,-1,-1,-1,-1,6,9
1,2,1,1,2,5,-1,-1,-1,-1,-1,-1,6,9
2,0,0,2,1,5,-1,-1,-1,-1,-1,-1,6,9
0,0,1,0,1,5,-1,-1,-1,-1,-1,-1,6,9
0,1,1,0,0,5,-1,-1,-1,-1,-1,-1,5,9
1,2,2,1,1,5,-1,-1,-1,-1,-1,-1,5,9
2,2,0,2,0,5,-1,-1,-1,-1,-1,-1,6,9
0,0,1,0,0,5,-1,-1,-1,-1,-1,-1,6,10
1,1,2,1,0,5,-1,-1,-1,-1,-1,-1,7,10
2,0,2,2,1,5,-1,-1,-1,-1,-1,-1,7,10
1,2,1,1,0,5,-1,-1,-1,-1,-1,-1,7,10
0,0,1,0,2,5,-1,-1,-1,-1,-1,-1,7,10
2,2,0,2,1,5,-1,-1,-1,-1,-1,-1,7,10
2,0,2,2,2,5,-1,-1,-1,-1,-1,-1,7,10
1,1,2,1,1,5,-1,-1,-1,-1,-1,-1,6,10
0,1,0,0,0,5,-1,-1,-1,-1,-1,-1,7,10
0,1,0,0,2,5,-1,-1,-1,-1,-1,-1,7,10
1,2,1,1,1,5,-1,-1,-1,-1,-1,-1,7,10
2,2,0,2,2,5,-1,-1,-1,-1,-1,-1,6,10
1,2,1,0,0,5,-1,-1,-1,-1,-1,-1,8,11
2,0,2,1,1,5,-1,-1,-1,-1,-1,-1,8,11
0,1,0,2,2,5,-1,-1,-1,-1,-1,-1,8,11
1,1,0,2,2,5,-1,-1,-1,-1,-1,-1,8,12
2,0,2,0,1,5,-1,-1,-1,-1,-1,-1,8,12
0,1,0,1,2,5,-1,-1,-1,-1,-1,-1,8,12
2,2,1,0,0,5,-1,-1,-1,-1,-1,-1,8,12
0,0,2,1,1,5,-1,-1,-1,-1,-1,-1,8,12
1,2,1,2,0,5,-1,-1,-1,-1,-1,-1,8,12
2,2,1,2,0,5,-1,-1,-1,-1,-1,-1,9,13
0,2,2,1,1,5,-1,-1,-1,-1,-1,-1,9,13
0,0,2,0,1,5,-1,-1,-1,-1,-1,-1,9,13
2,1,1,0,0,5,-1,-1,-1,-1,-1,-1,9,13
1,0,0,2,2,5,-1,-1,-1,-1,-1,-1,9,13
1,1,0,1,2,5,-1,-1,-1,-1,-1,-1,9,13
1,1,0,1,1,5,-1,-1,-1,-1,-1,-1,10,14
2,2,1,2,2,5,-1,-1,-1,-1,-1,-1,10,14
1,0,2,2,2,5,-1,-1,-1,-1,-1,-1,9,14
2,2,1,2,1,5,-1,-1,-1,-1,-1,-1,10,14
1,1,0,1,0,5,-1,-1,-1,-1,-1,-1,10,14
0,2,1,1,1,5,-1,-1,-1,-1,-1,-1,9,14
0,0,2,0,0,5,-1,-1,-1,-1,-1,-1,10,14
2,1,0,0,0,5,-1,-1,-1,-1,-1,-1,9,14
0,0,2,0,2,5,-1,-1,-1,-1,-1,-1,10,14
0,2,0,1,1,5,-1,-1,-1,-1,-1,-1,10,15
2,1,2,0,0,5,-1,-1,-1,-1,-1,-1,10,15
1,0,1,2,2,5,-1,-1,-1,-1,-1,-1,10,15
2,2,1,1,2,5,-1,-1,-1,-1,-1,-1,11,15
1,1,0,0,1,5,-1,-1,-1,-1,-1,-1,11,15
0,0,2,2,0,5,-1,-1,-1,-1,-1,-1,11,15
0,2,0,0,1,5,-1,-1,-1,-1,-1,-1,10,16
2,1,2,2,0,5,-1,-1,-1,-1,-1,-1,10,16
0,0,2,1,0,5,-1,-1,-1,-1,-1,-1,12,16
1,1,0,2,1,5,-1,-1,-1,-1,-1,-1,12,16
1,0,1,1,2,5,-1,-1,-1,-1,-1,-1,10,16
2,2,1,0,2,5,-1,-1,-1,-1,-1,-1,12,16
2,1,1,2,0,5,-1,-1,-1,-1,-1,-1,10,17
1,0,1,1,1,5,-1,-1,-1,-1,-1,-1,11,17
2,1,2,2,2,5,-1,-1,-1,-1,-1,-1,11,17
1,0,0,1,2,5,-1,-1,-1,-1,-1,-1,10,17
0,2,0,0,0,5,-1,-1,-1,-1,-1,-1,11,17
2,1,2,1,0,5,-1,-1,-1,-1,-1,-1,10,17
0,2,0,0,2,5,-1,-1,-1,-1,-1,-1,11,17
1,0,1,0,2,5,-1,-1,-1,-1,-1,-1,10,17
0,2,2,0,1,5,-1,-1,-1,-1,-1,-1,10,17
2,1,2,2,1,5,-1,-1,-1,-1,-1,-1,11,17
1,0,1,1,0,5,-1,-1,-1,-1,-1,-1,11,17
0,2,0,2,1,5,-1,-1,-1,-1,-1,-1,10,17
1,0,1,0,1,5,-1,-1,-1,-1,-1,-1,12,18
2,1,2,1,1,5,-1,-1,-1,-1,-1,-1,12,18
0,2,0,2,0,5,-1,-1,-1,-1,-1,-1,12,18
2,1,1,2,2,5,-1,-1,-1,-1,-1,-1,11,18
0,2,0,2,2,5,-1,-1,-1,-1,-1,-1,12,18
1,0,0,1,0,5,-1,-1,-1,-1,-1,-1,11,18
1,0,2,1,2,5,-1,-1,-1,-1,-1,-1,11,18
0,2,1,0,1,5,-1,-1,-1,-1,-1,-1,11,18
1,0,1,0,0,5,-1,-1,-1,-1,-1,-1,12,18
2,0,1,1,0,5,-1,-1,-1,-1,-1,-1,12,18
2,1,2,1,2,5,-1,-1,-1,-1,-1,-1,12,18
0,1,2,2,1,5,-1,-1,-1,-1,-1,-1,12,18
1,0,0,1,1,5,-1,-1,-1,-1,-1,-1,11,18
2,1,1,2,1,5,-1,-1,-1,-1,-1,-1,11,18
2,1,0,2,0,5,-1,-1,-1,-1,-1,-1,11,18
0,2,2,0,0,5,-1,-1,-1,-1,-1,-1,11,18
1,2,0,0,2,5,-1,-1,-1,-1,-1,-1,12,18
0,2,2,0,2,5,-1,-1,-1,-1,-1,-1,11,18
2,0,1,0,0,5,-1,-1,-1,-1,-1,-1,12,19
0,2,1,0,2,5,-1,-1,-1,-1,-1,-1,12,19
2,1,1,1,2,5,-1,-1,-1,-1,-1,-1,12,19
1,0,0,0,1,5,-1,-1,-1,-1,-1,-1,12,19
0,2,2,2,0,5,-1,-1,-1,-1,-1,-1,12,19
1,0,2,1,0,5,-1,-1,-1,-1,-1,-1,12,19
2,1,0,2,1,5,-1,-1,-1,-1,-1,-1,12,19
1,0,1,2,0,5,-1,-1,-1,-1,-1,-1,11,19
2,0,0,1,0,5,-1,-1,-1,-1,-1,-1,12,19
0,2,0,1,2,5,-1,-1,-1,-1,-1,-1,11,19
0,1,1,2,1,5,-1,-1,-1,-1,-1,-1,12,19
1,2,2,0,2,5,-1,-1,-1,-1,-1,-1,12,19
2,1,2,0,1,5,-1,-1,-1,-1,-1,-1,11,19
1,2,0,2,2,5,-1,-1,-1,-1,-1,-1,12,19
0,1,2,1,1,5,-1,-1,-1,-1,-1,-1,12,19
2,0,2,1,0,5,-1,-1,-1,-1,-1,-1,13,20
0,1,0,2,1,5,-1,-1,-1,-1,-1,-1,13,20
0,1,2,0,1,5,-1,-1,-1,-1,-1,-1,12,20
1,2,1,0,2,5,-1,-1,-1,-1,-1,-1,13,20
2,1,1,0,2,5,-1,-1,-1,-1,-1,-1,13,20
0,2,2,1,0,5,-1,-1,-1,-1,-1,-1,13,20
1,2,0,1,2,5,-1,-1,-1,-1,-1,-1,12,20
2,0,1,2,0,5,-1,-1,-1,-1,-1,-1,12,20
1,0,0,2,1,5,-1,-1,-1,-1,-1,-1,13,20
0,2,1,1,0,5,-1,-1,-1,-1,-1,-1,14,21
1,2,0,1,1,5,-1,-1,-1,-1,-1,-1,12,21
2,0,1,2,1,5,-1,-1,-1,-1,-1,-1,12,21
1,2,0,1,0,5,-1,-1,-1,-1,-1,-1,12,21
2,0,1,2,2,5,-1,-1,-1,-1,-1,-1,12,21
0,1,2,0,0,5,-1,-1,-1,-1,-1,-1,12,21
2,1,0,0,2,5,-1,-1,-1,-1,-1,-1,14,21
0,1,2,0,2,5,-1,-1,-1,-1,-1,-1,12,21
1,0,2,2,1,5,-1,-1,-1,-1,-1,-1,14,21
0,1,2,2,0,5,-1,-1,-1,-1,-1,-1,13,22
2,2,0,1,0,5,-1,-1,-1,-1,-1,-1,13,22
1,2,0,0,1,5,-1,-1,-1,-1,-1,-1,13,22
1,1,2,0,2,5,-1,-1,-1,-1,-1,-1,13,22
2,1,2,0,2,5,-1,-1,-1,-1,-1,-1,15,22
2,0,1,1,2,5,-1,-1,-1,-1,-1,-1,13,22
0,2,0,1,0,5,-1,-1,-1,-1,-1,-1,15,22
1,0,2,1,1,5,-1,-1,-1,-1,-1,-1,13,22
0,0,1,2,1,5,-1,-1,-1,-1,-1,-1,13,22
1,0,1,2,1,5,-1,-1,-1,-1,-1,-1,15,22
2,1,0,2,2,5,-1,-1,-1,-1,-1,-1,13,22
0,2,1,0,0,5,-1,-1,-1,-1,-1,-1,13,22
0,1,1,2,0,5,-1,-1,-1,-1,-1,-1,14,23
2,0,1,0,2,5,-1,-1,-1,-1,-1,-1,14,23
1,2,2,0,1,5,-1,-1,-1,-1,-1,-1,14,23
0,2,1,2,1,5,-1,-1,-1,-1,-1,-1,14,23
2,1,0,1,0,5,-1,-1,-1,-1,-1,-1,14,23
1,2,0,2,1,5,-1,-1,-1,-1,-1,-1,14,23
0,1,2,1,0,5,-1,-1,-1,-1,-1,-1,14,23
1,0,2,0,2,5,-1,-1,-1,-1,-1,-1,14,23
2,0,0,1,2,5,-1,-1,-1,-1,-1,-1,14,23
1,1,2,0,1,5,-1,-1,-1,-1,-1,-1,15,24
2,0,2,1,2,5,-1,-1,-1,-1,-1,-1,15,24
0,0,1,2,0,5,-1,-1,-1,-1,-1,-1,15,24
2,2,0,1,2,5,-1,-1,-1,-1,-1,-1,15,24
1,2,1,0,1,5,-1,-1,-1,-1,-1,-1,15,24
0,1,0,2,0,5,-1,-1,-1,-1,-1,-1,15,24
1,0,2,0,1,5,-1,-1,-1,-1,-1,-1,15,25
2,1,0,1,2,5,-1,-1,-1,-1,-1,-1,15,25
0,2,1,2,0,5,-1,-1,-1,-1,-1,-1,15,25
0,0,0,0,0,0,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,0,1,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,0,2,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,1,0,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,1,1,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,2,1,6,-1,-1,-1,-1,-1,0,0
0,0,0,0,2,2,6,-1,-1,-1,-1,-1,0,0
0,0,0,1,1,0,6,-1,-1,-1,-1,-1,0,0
0,0,0,1,1,1,6,-1,-1,-1,-1,-1,0,0
0,0,0,2,2,1,6,-1,-1,-1,-1,-1,0,0
0,0,0,2,2,2,6,-1,-1,-1,-1,-1,0,0
0,0,1,1,1,0,6,-1,-1,-1,-1,-1,0,0
0,0,1,1,1,1,6,-1,-1,-1,-1,-1,0,0
0,0,2,2,2,1,6,-1,-1,-1,-1,-1,0,0
0,0,2,2,2,2,6,-1,-1,-1,-1,-1,0,0
0,1,1,1,1,0,6,-1,-1,-1,-1,-1,0,0
0,1,1,1,1,1,6,-1,-1,-1,-1,-1,0,0
0,2,2,2,2,1,6,-1,-1,-1,-1,-1,0,0
0,2,2,2,2,2,6,-1,-1,-1,-1,-1,0,0
1,0,0,0,0,0,6,-1,-1,-1,-1,-1,0,0
1,0,0,0,0,2,6,-1,-1,-1,-1,-1,0,0
1,1,0,0,0,0,6,-1,-1,-1,-1,-1,0,0
1,1,0,0,0,2,6,-1,-1,-1,-1,-1,0,0
1,1,1,0,0,0,6,-1,-1,-1,-1,-1,0,0
1,1,1,0,0,2,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,0,0,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,0,2,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,1,0,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,1,1,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,1,2,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,2,1,6,-1,-1,-1,-1,-1,0,0
1,1,1,1,2,2,6,-1,-1,-1,-1,-1,0,0
1,1,1,2,2,1,6,-1,-1,-1,-1,-1,0,0
1,1,1,2,2,2,6,-1,-1,-1,-1,-1,0,0
1,1,2,2,2,1,6,-1,-1,-1,-1,-1,0,0
1,1,2,2,2,2,6,-1,-1,-1,-1,-1,0,0
1,2,2,2,2,1,6,-1,-1,-1,-1,-1,0,0
1,2,2,2,2,2,6,-1,-1,-1,-1,-1,0,0
2,0,0,0,0,0,6,-1,-1,-1,-1,-1,0,0
2,0,0,0,0,2,6,-1,-1,-1,-1,-1,0,0
2,1,1,1,1,0,6,-1,-1,-1,-1,-1,0,0
2,1,1,1,1,1,6,-1,-1,-1,-1,-1,0,0
2,2,0,0,0,0,6,-1,-1,-1,-1,-1,0,0
2,2,0,0,0,2,6,-1,-1,-1,-1,-1,0,0
2,2,1,1,1,0,6,-1,-1,-1,-1,-1,0,0
2,2,1,1,1,1,6,-1,-1,-1,-1,-1,0,0
2,2,2,0,0,0,6,-1,-1,-1,-1,-1,0,0
2,2,2,0,0,2,6,-1,-1,-1,-1,-1,0,0
2,2,2,1,1,0,6,-1,-1,-1,-1,-1,0,0
2,2,2,1,1,1,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,0,0,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,0,2,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,1,0,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,1,1,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,2,0,6,-1,-1,-1,-1,-1,0,0
2,2,2,2,2,1,6,-1,-1,-1,-1,-1,0,0
